-2.3,0.53,5.11,3.69,3.51,0.22530000000000006,5.808551943537664
-2.362000000000003,0.5389500000000004,4.34,2.81,3.15,0.3,9.888564325766069
0.0,0.6,4.78,4.24,3.15,0.275,11.152757815049796
-2.4,0.574,4.36,3.96,2.76,0.325,-1.8489915577390554
-2.3,0.53,4.76,3.68,3.162000000000002,0.3532916666666668,6.754469457332694
-2.3,0.568,4.78,3.99,3.17,0.17549404761904774,4.448169068426341
-5.0,0.565,4.684367857142853,3.94,3.063099999999998,0.425,45.77613052581581
-2.3,0.53,5.11,3.69,3.51,0.22530000000000006,5.808551943537664
-5.0,0.6,4.78,4.24,3.15,0.4,17.87329698003485
-5.0,0.6,4.78,4.24,3.15,0.35007738095238067,5.132564199804736
-1.4219999999999997,0.53,4.78,3.75,3.1404,0.375,8.834439876662447
-2.3,0.5658349999999996,4.78,3.99,3.17,0.375,10.45562408984915
-5.0,0.565,4.77,3.9916250000000053,3.15,0.15,0.21423730982189326
-2.3285000000000027,0.5634799999999999,5.14,4.95,3.17,0.35,10.731242833693058
-2.3,0.6,5.1,4.17,3.51,0.3,16.464490993342395
-5.0,0.6,4.754392857142846,4.188775000000006,3.15,0.33829166666666644,8.880588546573403
-5.0,0.565,4.76299285714285,3.984225000000005,3.15,0.225,2.6784360011862556
-2.4,0.5728399999999996,4.36,3.96,2.76,0.35,-0.03782979444837439
-0.7109999999999999,0.53,4.78,3.75,3.15,0.24375000000000022,11.271891859371314
-1.5190000000000001,0.53,4.762524999999988,3.714000000000001,3.1539999999999986,0.3,10.007831667173324
-2.377000000000001,0.562,4.771774999999994,4.1158,3.17,0.4,20.346783210302302
-2.3,0.53,4.860999999999997,3.68,3.16,0.35,4.10171419585052
-2.3,0.5693999999999996,4.821399999999991,5.35,2.76,0.2,-1.097181568733015
-2.3,0.53,4.76,3.68,3.162000000000002,0.3532916666666668,6.754469457332694
-2.4,0.574,4.36,3.96,2.76,0.325,-1.8489915577390554
-5.0,0.5658688888888882,4.77,3.99,3.15,0.17784404761904757,0.05147294257098657
-2.427833333333334,0.565,4.78,4.459000000000002,2.76,0.375,13.642620396196563
-2.2,0.546,4.78,4.13,3.07,0.425,39.96780206924919
-2.3,0.5610500000000002,5.11,4.084041666666665,3.51,0.275,7.110301244820746
-2.3,0.5619999999999998,5.14,4.95,3.1584999999999974,0.30536666666666684,16.526789414803034
0.0,0.6,4.785966666666655,4.1483250000000025,3.15,0.2,-2.6556249213084087
